customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1669-['X' 'G' 'G' 'T' 'I'],Male,0,Yes,No,8,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.82,616.96,Yes
1109-['Q' 'A' 'I' 'T' 'U'],Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),77.43,5365.84,No
7499-['H' 'M' 'D' 'I' 'I'],Female,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,74.44,3791.34,No
3047-['V' 'R' 'L' 'J' 'K'],Female,1,Yes,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.75,85.41,Yes
4238-['I' 'F' 'S' 'P' 'O'],Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.48,965.04,No
3511-['E' 'P' 'A' 'S' 'E'],Female,0,Yes,No,66,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.64,4527.80,No
1486-['S' 'V' 'E' 'Q' 'Z'],Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.31,253.45,No
3261-['H' 'A' 'B' 'O' 'T'],Male,1,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),84.18,1939.71,No
7843-['R' 'K' 'Y' 'J' 'X'],Male,0,Yes,No,6,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),58.14,389.73,No
2667-['E' 'D' 'M' 'Y' 'M'],Female,0,No,Yes,50,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,62.2,3140.65,No
2425-['X' 'B' 'P' 'A' 'Z'],Female,1,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,77.77,4101.10,Yes
2490-['I' 'C' 'Y' 'G' 'J'],Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.29,130.10,Yes
1832-['J' 'U' 'I' 'O' 'O'],Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,61.7,3406.48,No
1440-['E' 'I' 'Z' 'V' 'I'],Female,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,82.18,4363.23,Yes
6190-['X' 'W' 'L' 'Y' 'I'],Female,0,No,No,0,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.54, ,Yes
4262-['I' 'Q' 'A' 'S' 'F'],Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),82.51,3360.21,No
8972-['B' 'I' 'Z' 'N' 'D'],Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.73,1250.45,No
6539-['U' 'O' 'H' 'Z' 'D'],Male,0,Yes,No,28,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,49.26,1396.36,No
8727-['U' 'D' 'P' 'V' 'L'],Female,0,No,No,69,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,55.98,3856.36,No
1818-['H' 'F' 'J' 'E' 'R'],Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),79.93,1381.63,Yes
6641-['J' 'G' 'R' 'A' 'G'],Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.4,89.40,Yes
8232-['O' 'D' 'T' 'J' 'W'],Female,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),76.26,4118.69,No
7523-['N' 'P' 'A' 'B' 'G'],Male,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,64.84,3069.37,No
9974-['Q' 'W' 'P' 'M' 'K'],Male,0,No,Yes,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,65.51,4641.23,No
3956-['N' 'K' 'J' 'C' 'Q'],Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,95.86,761.56,Yes
7458-['R' 'E' 'F' 'Q' 'K'],Male,0,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,45.89,1092.77,No
4091-['P' 'I' 'B' 'E' 'A'],Male,1,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,79.49,2458.94,Yes
4203-['D' 'V' 'Z' 'Y' 'C'],Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,74.03,4958.57,Yes
8382-['L' 'J' 'B' 'K' 'J'],Female,0,Yes,No,26,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),60.83,1576.28,No
4349-['F' 'R' 'B' 'B' 'J'],Female,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),71.76,4559.23,No
1583-['P' 'R' 'M' 'O' 'U'],Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,81.21,316.13,Yes
8083-['H' 'J' 'N' 'E' 'R'],Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,471.17,No
6285-['K' 'U' 'K' 'T' 'T'],Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,75.42,288.28,Yes
1788-['R' 'Y' 'R' 'J' 'B'],Female,0,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.34,1684.07,No
6273-['I' 'N' 'S' 'J' 'W'],Male,1,Yes,No,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,46.97,242.05,Yes
8612-['F' 'N' 'D' 'Z' 'O'],Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.14,1647.05,Yes
5240-['S' 'S' 'Q' 'F' 'K'],Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,50.76,131.33,Yes
5047-['Y' 'H' 'K' 'G' 'Z'],Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,1411.72,No
5663-['V' 'Y' 'S' 'Z' 'J'],Male,0,No,Yes,49,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,78.17,3830.61,No
1680-['D' 'W' 'O' 'M' 'Y'],Female,0,No,No,70,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),62.2,4375.08,No
9001-['B' 'P' 'I' 'M' 'C'],Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),76.83,76.83,Yes
9872-['M' 'U' 'V' 'B' 'H'],Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.56,127.58,No
5922-['I' 'P' 'B' 'F' 'V'],Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,82.27,1882.79,No
7521-['E' 'I' 'A' 'I' 'J'],Female,0,Yes,No,49,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),44.29,2195.23,No
3486-['D' 'C' 'J' 'O' 'K'],Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,84.75,1438.84,Yes
3317-['F' 'L' 'M' 'Q' 'P'],Male,0,Yes,Yes,58,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.45,3352.35,No
8842-['B' 'K' 'I' 'C' 'R'],Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,84.12,447.32,Yes
2293-['B' 'Q' 'V' 'Z' 'H'],Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.95,3773.06,Yes
8849-['Z' 'R' 'Y' 'S' 'H'],Male,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.17,2044.79,Yes
6255-['C' 'C' 'L' 'V' 'Q'],Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,677.64,No
5323-['Q' 'N' 'S' 'I' 'U'],Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,81.19,3502.54,Yes
8844-['K' 'T' 'C' 'U' 'O'],Female,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,38.19,No
5810-['T' 'H' 'D' 'L' 'H'],Female,1,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),81.45,5632.54,No
1869-['O' 'L' 'P' 'P' 'U'],Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,91.6,5868.00,Yes
9627-['T' 'D' 'K' 'M' 'I'],Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,67.41,1967.51,Yes
4587-['L' 'I' 'M' 'P' 'Z'],Male,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,55.21,2266.60,No
9297-['M' 'G' 'Z' 'S' 'X'],Male,0,Yes,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,40.95, ,Yes
8024-['M' 'M' 'Z' 'U' 'B'],Male,0,Yes,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,67.76,2355.73,Yes
4849-['V' 'M' 'Z' 'I' 'A'],Female,0,Yes,Yes,28,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,73.43,2062.77,Yes
9333-['P' 'T' 'O' 'A' 'Q'],Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),81.69,1790.25,No
8325-['M' 'O' 'P' 'P' 'B'],Male,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,70.05,4541.33,Yes
9234-['H' 'T' 'C' 'L' 'T'],Female,0,No,No,5,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,49.99,245.90,Yes
8631-['U' 'Q' 'K' 'Q' 'S'],Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.95,397.27,Yes
8413-['A' 'L' 'O' 'R' 'W'],Male,0,Yes,No,38,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,58.16,2163.56,Yes
5701-['A' 'M' 'O' 'G' 'O'],Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),77.67,4360.18,No
5083-['J' 'N' 'F' 'N' 'X'],Male,1,Yes,No,0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.45, ,Yes
3296-['V' 'L' 'K' 'Y' 'T'],Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,85.77,3422.26,Yes
9853-['T' 'A' 'H' 'Y' 'N'],Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,259.77,No
6985-['Y' 'W' 'E' 'W' 'Y'],Male,0,No,Yes,62,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),40.25,2493.14,No
2543-['P' 'V' 'P' 'M' 'T'],Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.68,2725.04,Yes
6902-['A' 'V' 'C' 'F' 'V'],Male,0,Yes,Yes,66,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.72,4396.50,No
9529-['C' 'J' 'Q' 'G' 'O'],Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,419.09,No
1730-['Y' 'K' 'Q' 'E' 'G'],Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.17,1541.99,No
3130-['Y' 'X' 'O' 'C' 'O'],Female,1,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,73.2,4283.16,Yes
3916-['W' 'L' 'T' 'E' 'C'],Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.8,1310.12,No
7265-['I' 'G' 'Z' 'B' 'W'],Female,1,No,Yes,65,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,88.21,5736.80,Yes
3810-['U' 'P' 'I' 'M' 'S'],Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),70.67,2412.49,Yes
8999-['T' 'Q' 'F' 'D' 'A'],Male,1,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,71.49,1537.42,No
6310-['S' 'I' 'M' 'H' 'W'],Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),77.47,4874.91,No
9812-['O' 'K' 'L' 'N' 'D'],Female,1,No,No,21,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),76.64,1616.49,No
5512-['X' 'D' 'S' 'I' 'J'],Male,0,Yes,Yes,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),54.05,117.76,Yes
2379-['T' 'I' 'M' 'L' 'K'],Male,0,No,Yes,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),72.0,4825.39,No
8819-['R' 'L' 'P' 'E' 'T'],Male,0,No,No,24,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),45.84,1087.79,No
9459-['U' 'Y' 'K' 'I' 'R'],Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.54,227.46,Yes
2725-['Y' 'C' 'T' 'Q' 'N'],Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.54,3638.16,Yes
2232-['Y' 'H' 'E' 'E' 'I'],Female,0,No,No,68,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,79.64,5394.78,Yes
9338-['W' 'I' 'V' 'R' 'P'],Female,0,No,No,67,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,54.93,3661.33,No
9480-['B' 'N' 'N' 'A' 'Z'],Male,1,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),58.34,2392.76,No
2721-['Y' 'P' 'O' 'Z' 'O'],Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.03,70.43,Yes
2195-['P' 'N' 'X' 'O' 'W'],Female,1,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.53,1122.38,No
2306-['J' 'C' 'W' 'Q' 'H'],Male,1,No,Yes,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),83.51,3908.11,No
1909-['U' 'J' 'A' 'D' 'A'],Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.92,606.84,Yes
2695-['T' 'O' 'M' 'B' 'S'],Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),78.48,5400.69,No
9855-['M' 'X' 'K' 'V' 'O'],Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.42,127.19,Yes
3825-['I' 'I' 'T' 'A' 'Q'],Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.64,2107.05,Yes
2789-['R' 'O' 'F' 'G' 'Q'],Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),46.54,101.64,Yes
4653-['H' 'L' 'U' 'N' 'L'],Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1253.04,No
6494-['J' 'V' 'T' 'O' 'G'],Male,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,51.11, ,Yes
4129-['I' 'J' 'J' 'P' 'G'],Female,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.33,541.60,No
7811-['E' 'W' 'C' 'R' 'K'],Female,0,Yes,No,67,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,68.57,4620.37,No
4534-['U' 'T' 'E' 'X' 'L'],Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.8,190.13,No
2774-['I' 'G' 'J' 'W' 'M'],Female,1,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,42.74,No
4239-['L' 'V' 'X' 'S' 'Z'],Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,46.42,109.88,Yes
7361-['A' 'P' 'V' 'Q' 'Y'],Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.47,600.83,No
8741-['R' 'K' 'R' 'G' 'R'],Female,0,No,No,28,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,53.34,1471.36,No
7981-['G' 'W' 'V' 'J' 'K'],Female,0,Yes,No,59,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),52.81,3140.74,No
1364-['I' 'G' 'I' 'M' 'Z'],Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.77,752.50,Yes
9160-['U' 'T' 'B' 'Y' 'C'],Female,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.26,1430.45,No
1773-['M' 'U' 'A' 'T' 'S'],Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.63,1476.80,No
6344-['U' 'V' 'B' 'O' 'N'],Female,1,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,1180.79,No
7802-['K' 'O' 'F' 'T' 'I'],Male,1,Yes,No,50,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),87.04,4335.46,No
8012-['T' 'B' 'F' 'Z' 'R'],Female,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),87.0,6100.91,No
1603-['W' 'S' 'I' 'U' 'X'],Female,0,No,Yes,71,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,81.81,5791.13,No
4770-['F' 'N' 'Z' 'X' 'M'],Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,775.01,No
9978-['U' 'Z' 'S' 'X' 'Z'],Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.78,330.69,No
4756-['N' 'X' 'R' 'L' 'D'],Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,86.47,5972.25,Yes
6392-['D' 'L' 'M' 'D' 'J'],Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),49.47,3295.96,No
6086-['C' 'O' 'B' 'Y' 'Y'],Female,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,50.75,96.02,Yes
7576-['F' 'Z' 'H' 'C' 'Y'],Female,1,Yes,No,70,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,47.72,3331.03,No
8313-['V' 'A' 'P' 'G' 'C'],Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,82.72,1726.73,No
4574-['D' 'I' 'E' 'S' 'O'],Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,71.92,1141.77,No
9741-['R' 'S' 'X' 'O' 'Z'],Male,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),72.42,1394.38,No
6769-['F' 'N' 'Q' 'I' 'S'],Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.41,1370.56,Yes
5893-['E' 'W' 'G' 'S' 'T'],Female,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.54,888.69,No
2785-['G' 'X' 'B' 'Y' 'W'],Male,1,Yes,Yes,44,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),42.2,1869.73,No
8727-['M' 'H' 'F' 'F' 'I'],Female,0,No,Yes,27,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),41.82,1143.58,Yes
5890-['K' 'E' 'Y' 'Q' 'T'],Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.89,551.03,No
1986-['O' 'Y' 'O' 'N' 'M'],Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),75.77,4629.95,No
1906-['M' 'Z' 'V' 'X' 'I'],Male,0,Yes,Yes,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),38.82, ,Yes
8939-['Q' 'N' 'X' 'R' 'K'],Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),70.75,4955.67,Yes
4081-['I' 'Y' 'C' 'V' 'W'],Female,0,No,No,59,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),82.36,4851.43,No
3829-['Z' 'Y' 'O' 'B' 'X'],Female,0,Yes,No,58,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,45.44,2659.23,No
2741-['P' 'G' 'D' 'R' 'X'],Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.98,560.29,No
2690-['E' 'F' 'G' 'O' 'Z'],Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1294.15,No
2088-['X' 'D' 'Y' 'A' 'K'],Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.12, ,Yes
5490-['J' 'Q' 'D' 'X' 'O'],Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,67.75,145.54,Yes
9431-['U' 'M' 'I' 'K' 'K'],Female,0,Yes,No,65,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,49.0,3192.00,No
5725-['F' 'M' 'V' 'X' 'V'],Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,76.88,4670.53,No
8002-['R' 'T' 'N' 'O' 'Z'],Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,1041.26,Yes
5537-['D' 'B' 'G' 'J' 'P'],Female,1,No,Yes,46,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),60.96,2801.21,No
1713-['R' 'Q' 'U' 'M' 'A'],Male,0,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,75.57,2966.81,No
9768-['O' 'A' 'F' 'Y' 'Z'],Female,0,No,Yes,38,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),47.48,1811.35,No
9652-['A' 'E' 'I' 'Y' 'Q'],Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,865.97,No
6167-['H' 'Q' 'O' 'X' 'A'],Female,1,Yes,Yes,71,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,65.2,4627.89,No
7411-['E' 'X' 'F' 'Y' 'A'],Female,0,No,No,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,92.55,6570.27,No
1256-['J' 'J' 'C' 'Q' 'S'],Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,1294.52,No
